# PROVENANCE: Grimme D3 reference data via MOPAC v23.2.5 (github.com/openmopac/mopac tag v23.2.5, Apache-2.0), src/corrections/copyc6.F90.
# The D3 model and reference data are S. Grimme et al., J. Chem. Phys. 132, 154104 (2010); see THIRD_PARTY_NOTICES.md.
iat,jat,c6,cn_a,cn_b
3,94,482.3466,0.9865,0.0
3,1,24.0573,0.9865,0.0
3,3,85.3197,0.9865,0.9865
4,1,18.4656,0.9808,0.9118
4,2,11.4655,0.9808,0.0
4,3,352.216,0.9808,0.0
4,4,186.3453,0.9808,0.0
4,5,119.0815,0.9808,0.0
4,6,77.0951,0.9808,0.0
4,7,52.0852,0.9808,0.0
4,8,38.4132,0.9808,0.0
4,9,28.4098,0.9808,0.0
4,10,21.4067,0.9808,0.0
4,11,418.6488,0.9808,0.0
4,12,301.3777,0.9808,0.0
4,13,270.7461,0.9808,0.0
4,14,205.7544,0.9808,0.0
4,15,155.3644,0.9808,0.0
4,16,126.0993,0.9808,0.0
4,17,100.7212,0.9808,0.0
4,18,80.7174,0.9808,0.0
4,19,694.8596,0.9808,0.0
4,20,543.5842,0.9808,0.0
4,21,443.719,0.9808,0.0
4,22,423.6217,0.9808,0.0
4,23,385.2754,0.9808,0.0
4,24,302.6061,0.9808,0.0
4,25,328.4012,0.9808,0.0
4,26,256.6043,0.9808,0.0
4,27,268.6284,0.9808,0.0
4,28,278.7116,0.9808,0.0
4,29,212.9797,0.9808,0.0
4,30,214.4256,0.9808,0.0
4,31,256.2049,0.9808,0.0
4,32,219.7375,0.9808,0.0
4,33,182.5338,0.9808,0.0
4,34,160.9687,0.9808,0.0
4,35,138.2747,0.9808,0.0
4,36,118.124,0.9808,0.0
4,37,774.9656,0.9808,0.0
4,38,648.6422,0.9808,0.0
4,39,556.1503,0.9808,0.0
4,40,493.01,0.9808,0.0
4,41,445.3736,0.9808,0.0
4,42,337.9035,0.9808,0.0
4,43,379.5254,0.9808,0.0
4,44,283.5695,0.9808,0.0
4,45,310.3781,0.9808,0.0
4,46,286.0395,0.9808,0.0
4,47,238.6962,0.9808,0.0
4,48,249.9915,0.9808,0.0
4,49,320.0912,0.9808,0.0
4,50,289.4713,0.9808,0.0
4,51,252.1649,0.9808,0.0
4,52,230.6309,0.9808,0.0
4,53,205.2237,0.9808,0.0
4,54,181.626,0.9808,0.0
4,55,943.8547,0.9808,0.0
4,56,832.6251,0.9808,0.0
4,57,716.0758,0.9808,0.0
4,58,298.8782,0.9808,2.7991
4,59,732.1642,0.9808,0.0
4,60,700.4442,0.9808,0.0
4,61,682.1901,0.9808,0.0
4,62,665.4868,0.9808,0.0
4,63,650.6557,0.9808,0.0
4,64,499.1837,0.9808,0.0
4,65,582.1224,0.9808,0.0
4,66,559.2917,0.9808,0.0
4,67,583.7067,0.9808,0.0
4,68,571.0039,0.9808,0.0
4,69,559.3898,0.9808,0.0
4,70,553.4266,0.9808,0.0
4,71,458.6582,0.9808,0.0
4,72,441.3789,0.9808,0.0
4,73,397.1312,0.9808,0.0
4,74,331.2124,0.9808,0.0
4,75,335.2261,0.9808,0.0
4,76,299.9565,0.9808,0.0
4,77,271.8119,0.9808,0.0
4,78,222.9157,0.9808,0.0
4,79,207.1831,0.9808,0.0
4,80,212.3132,0.9808,0.0
4,81,326.1068,0.9808,0.0
4,82,313.4675,0.9808,0.0
4,83,282.2935,0.9808,0.0
4,84,266.02,0.9808,0.0
4,85,241.8688,0.9808,0.0
4,86,218.5687,0.9808,0.0
4,87,875.8563,0.9808,0.0
4,88,814.1308,0.9808,0.0
4,89,705.4011,0.9808,0.0
4,90,619.0605,0.9808,0.0
4,91,621.3399,0.9808,0.0
4,92,601.1496,0.9808,0.0
4,93,627.6385,0.9808,0.0
4,94,606.2139,0.9808,0.0
4,1,30.7866,0.9808,0.0
4,3,107.5083,0.9808,0.9865
4,4,135.8445,0.9808,0.9808
5,1,14.7237,0.9706,0.9118
5,2,9.5836,0.9706,0.0
5,3,231.4209,0.9706,0.0
5,4,133.7265,0.9706,0.0
5,5,89.7429,0.9706,0.0
5,6,60.2996,0.9706,0.0
5,7,41.9015,0.9706,0.0
5,8,31.5354,0.9706,0.0
5,9,23.7369,0.9706,0.0
5,10,18.1424,0.9706,0.0
5,11,276.5671,0.9706,0.0
5,12,212.9979,0.9706,0.0
5,13,196.2014,0.9706,0.0
5,14,154.2901,0.9706,0.0
5,15,119.9353,0.9706,0.0
5,16,99.2159,0.9706,0.0
5,17,80.7272,0.9706,0.0
5,18,65.758,0.9706,0.0
5,19,452.5193,0.9706,0.0
5,20,373.8815,0.9706,0.0
5,21,308.8721,0.9706,0.0
5,22,298.0871,0.9706,0.0
5,23,272.8747,0.9706,0.0
5,24,214.636,0.9706,0.0
5,25,234.8,0.9706,0.0
5,26,183.9737,0.9706,0.0
5,27,195.1731,0.9706,0.0
5,28,201.1351,0.9706,0.0
5,29,153.8824,0.9706,0.0
5,30,158.0848,0.9706,0.0
5,31,187.5797,0.9706,0.0
5,32,165.193,0.9706,0.0
5,33,140.5625,0.9706,0.0
5,34,125.8437,0.9706,0.0
5,35,109.806,0.9706,0.0
5,36,95.1763,0.9706,0.0
5,37,506.9421,0.9706,0.0
5,38,445.2608,0.9706,0.0
5,39,389.8823,0.9706,0.0
5,40,350.197,0.9706,0.0
5,41,319.1151,0.9706,0.0
5,42,245.8527,0.9706,0.0
5,43,274.5334,0.9706,0.0
5,44,208.6362,0.9706,0.0
5,45,228.2822,0.9706,0.0
5,46,211.5559,0.9706,0.0
5,47,176.0603,0.9706,0.0
5,48,186.2199,0.9706,0.0
5,49,234.2171,0.9706,0.0
5,50,216.4276,0.9706,0.0
5,51,192.5542,0.9706,0.0
5,52,178.3919,0.9706,0.0
5,53,160.9679,0.9706,0.0
5,54,144.3697,0.9706,0.0
5,55,617.6058,0.9706,0.0
5,56,567.5136,0.9706,0.0
5,57,498.4534,0.9706,0.0
5,58,227.4189,0.9706,2.7991
5,59,502.4967,0.9706,0.0
5,60,482.5077,0.9706,0.0
5,61,470.4029,0.9706,0.0
5,62,459.2753,0.9706,0.0
5,63,449.4102,0.9706,0.0
5,64,352.9087,0.9706,0.0
5,65,397.4499,0.9706,0.0
5,66,383.2952,0.9706,0.0
5,67,405.3285,0.9706,0.0
5,68,396.7377,0.9706,0.0
5,69,388.989,0.9706,0.0
5,70,384.4701,0.9706,0.0
5,71,323.645,0.9706,0.0
5,72,318.2872,0.9706,0.0
5,73,290.1801,0.9706,0.0
5,74,244.5675,0.9706,0.0
5,75,248.7775,0.9706,0.0
5,76,225.1819,0.9706,0.0
5,77,205.9702,0.9706,0.0
5,78,170.6556,0.9706,0.0
5,79,159.2635,0.9706,0.0
5,80,163.882,0.9706,0.0
5,81,240.0,0.9706,0.0
5,82,234.6048,0.9706,0.0
5,83,215.3027,0.9706,0.0
5,84,205.1334,0.9706,0.0
5,85,188.9991,0.9706,0.0
5,86,172.8854,0.9706,0.0
5,87,582.9815,0.9706,0.0
5,88,561.0086,0.9706,0.0
5,89,495.6389,0.9706,0.0
5,90,444.8102,0.9706,0.0
5,91,441.5578,0.9706,0.0
5,92,427.4807,0.9706,0.0
5,93,440.271,0.9706,0.0
5,94,426.3255,0.9706,0.0
5,1,23.8412,0.9706,0.0
5,3,77.6633,0.9706,0.9865
5,4,98.9938,0.9706,0.9808
5,5,75.3686,0.9706,0.9706
6,1,11.3932,0.9868,0.9118
6,2,7.7065,0.9868,0.0
6,3,160.459,0.9868,0.0
6,4,96.5431,0.9868,0.0
6,5,66.7986,0.9868,0.0
6,6,46.0681,0.9868,0.0
6,7,32.7009,0.9868,0.0
6,8,25.0097,0.9868,0.0
6,9,19.0974,0.9868,0.0
6,10,14.7716,0.9868,0.0
6,11,192.3729,0.9868,0.0
6,12,152.613,0.9868,0.0
6,13,142.6094,0.9868,0.0
6,14,114.4405,0.9868,0.0
6,15,90.6767,0.9868,0.0
6,16,76.0552,0.9868,0.0
6,17,62.7465,0.9868,0.0
6,18,51.7684,0.9868,0.0
6,19,314.58,0.9868,0.0
6,20,265.1206,0.9868,0.0
6,21,220.1854,0.9868,0.0
6,22,213.8682,0.9868,0.0
6,23,196.4885,0.9868,0.0
6,24,155.1171,0.9868,0.0
6,25,169.9796,0.9868,0.0
6,26,133.77,0.9868,0.0
6,27,142.514,0.9868,0.0
6,28,146.2711,0.9868,0.0
6,29,112.3914,0.9868,0.0
6,30,116.3987,0.9868,0.0
6,31,137.4723,0.9868,0.0
6,32,122.8805,0.9868,0.0
6,33,106.1686,0.9868,0.0
6,34,96.0599,0.9868,0.0
6,35,84.7723,0.9868,0.0
6,36,74.2865,0.9868,0.0
6,37,353.6302,0.9868,0.0
6,38,315.8923,0.9868,0.0
6,39,279.4727,0.9868,0.0
6,40,252.8213,0.9868,0.0
6,41,231.5976,0.9868,0.0
6,42,180.339,0.9868,0.0
6,43,200.5464,0.9868,0.0
6,44,154.1938,0.9868,0.0
6,45,168.3115,0.9868,0.0
6,46,156.5006,0.9868,0.0
6,47,130.5144,0.9868,0.0
6,48,138.3672,0.9868,0.0
6,49,172.1229,0.9868,0.0
6,50,160.791,0.9868,0.0
6,51,144.8462,0.9868,0.0
6,52,135.3122,0.9868,0.0
6,53,123.2538,0.9868,0.0
6,54,111.5923,0.9868,0.0
6,55,431.5172,0.9868,0.0
6,56,401.8774,0.9868,0.0
6,57,356.461,0.9868,0.0
6,58,170.9262,0.9868,2.7991
6,59,357.1399,0.9868,0.0
6,60,343.4153,0.9868,0.0
6,61,334.9245,0.9868,0.0
6,62,327.0991,0.9868,0.0
6,63,320.1657,0.9868,0.0
6,64,254.8122,0.9868,0.0
6,65,282.8547,0.9868,0.0
6,66,273.3375,0.9868,0.0
6,67,289.392,0.9868,0.0
6,68,283.3001,0.9868,0.0
6,69,277.8493,0.9868,0.0
6,70,274.45,0.9868,0.0
6,71,233.1394,0.9868,0.0
6,72,231.6334,0.9868,0.0
6,73,212.8041,0.9868,0.0
6,74,180.8462,0.9868,0.0
6,75,184.3586,0.9868,0.0
6,76,168.0477,0.9868,0.0
6,77,154.6248,0.9868,0.0
6,78,129.1835,0.9868,0.0
6,79,120.9485,0.9868,0.0
6,80,124.5951,0.9868,0.0
6,81,177.4853,0.9868,0.0
6,82,174.7675,0.9868,0.0
6,83,162.074,0.9868,0.0
6,84,155.4506,0.9868,0.0
6,85,144.4532,0.9868,0.0
6,86,133.2432,0.9868,0.0
6,87,410.586,0.9868,0.0
6,88,399.5225,0.9868,0.0
6,89,356.1127,0.9868,0.0
6,90,323.4959,0.9868,0.0
6,91,319.6761,0.9868,0.0
6,92,309.6082,0.9868,0.0
6,93,316.5967,0.9868,0.0
6,94,306.9303,0.9868,0.0
6,1,18.0575,0.9868,0.0
6,3,56.3468,0.9868,0.9865
6,4,72.3162,0.9868,0.9808
6,5,56.5295,0.9868,0.9706
6,6,43.2452,0.9868,0.9868
7,1,8.1417,0.9944,0.9118
7,2,5.7601,0.9944,0.0
7,3,101.2701,0.9944,0.0
7,4,63.858,0.9944,0.0
7,5,45.7319,0.9944,0.0
7,6,32.4848,0.9944,0.0
7,7,23.6295,0.9944,0.0
7,8,18.4128,0.9944,0.0
7,9,14.3015,0.9944,0.0
7,10,11.2243,0.9944,0.0
7,11,121.9601,0.9944,0.0
7,12,100.1443,0.9944,0.0
7,13,95.0916,0.9944,0.0
7,14,78.0466,0.9944,0.0
7,15,63.1669,0.9944,0.0
7,16,53.8107,0.9944,0.0
7,17,45.0952,0.9944,0.0
7,18,37.7522,0.9944,0.0
7,19,199.4405,0.9944,0.0
7,20,172.0455,0.9944,0.0
7,21,143.7658,0.9944,0.0
7,22,140.7115,0.9944,0.0
7,23,129.8297,0.9944,0.0
7,24,103.0189,0.9944,0.0
7,25,113.0248,0.9944,0.0
7,26,89.4868,0.9944,0.0
7,27,95.7051,0.9944,0.0
7,28,97.7761,0.9944,0.0
7,29,75.5987,0.9944,0.0
7,30,78.9183,0.9944,0.0
7,31,92.6025,0.9944,0.0
7,32,84.1276,0.9944,0.0
7,33,73.9142,0.9944,0.0
7,34,67.6636,0.9944,0.0
7,35,60.4728,0.9944,0.0
7,36,53.6496,0.9944,0.0
7,37,225.1919,0.9944,0.0
7,38,205.1574,0.9944,0.0
7,39,183.6851,0.9944,0.0
7,40,167.5501,0.9944,0.0
7,41,154.4356,0.9944,0.0
7,42,121.8066,0.9944,0.0
7,43,134.7887,0.9944,0.0
7,44,105.0905,0.9944,0.0
7,45,114.3496,0.9944,0.0
7,46,106.7438,0.9944,0.0
7,47,89.3419,0.9944,0.0
7,48,94.877,0.9944,0.0
7,49,116.4959,0.9944,0.0
7,50,110.0951,0.9944,0.0
7,51,100.5182,0.9944,0.0
7,52,94.7508,0.9944,0.0
7,53,87.2028,0.9944,0.0
7,54,79.7773,0.9944,0.0
7,55,275.2567,0.9944,0.0
7,56,260.4481,0.9944,0.0
7,57,233.6619,0.9944,0.0
7,58,118.547,0.9944,2.7991
7,59,232.5783,0.9944,0.0
7,60,224.004,0.9944,0.0
7,61,218.5611,0.9944,0.0
7,62,213.5277,0.9944,0.0
7,63,209.07,0.9944,0.0
7,64,169.0556,0.9944,0.0
7,65,184.5904,0.9944,0.0
7,66,178.8074,0.9944,0.0
7,67,189.4531,0.9944,0.0
7,68,185.4931,0.9944,0.0
7,69,181.9823,0.9944,0.0
7,70,179.6202,0.9944,0.0
7,71,154.2292,0.9944,0.0
7,72,154.9102,0.9944,0.0
7,73,143.5763,0.9944,0.0
7,74,123.2302,0.9944,0.0
7,75,125.9121,0.9944,0.0
7,76,115.6938,0.9944,0.0
7,77,107.1775,0.9944,0.0
7,78,90.4456,0.9944,0.0
7,79,85.0146,0.9944,0.0
7,80,87.649,0.9944,0.0
7,81,121.08,0.9944,0.0
7,82,120.1268,0.9944,0.0
7,83,112.6485,0.9944,0.0
7,84,108.8134,0.9944,0.0
7,85,102.0524,0.9944,0.0
7,86,94.9928,0.9944,0.0
7,87,264.443,0.9944,0.0
7,88,260.6529,0.9944,0.0
7,89,234.7652,0.9944,0.0
7,90,216.3074,0.9944,0.0
7,91,212.7456,0.9944,0.0
7,92,206.1631,0.9944,0.0
7,93,209.1524,0.9944,0.0
7,94,203.0418,0.9944,0.0
7,1,12.598,0.9944,0.0
7,3,37.4939,0.9944,0.9865
7,4,48.4885,0.9944,0.9808
7,5,39.0433,0.9944,0.9706
7,6,30.541,0.9944,0.9868
7,7,22.1241,0.9944,0.9944
8,1,6.0575,0.9925,0.9118
8,2,4.4593,0.9925,0.0
8,3,67.9312,0.9925,0.0
8,4,44.4968,0.9925,0.0
8,5,32.8136,0.9925,0.0
8,6,23.912,0.9925,0.0
8,7,17.7698,0.9925,0.0
8,8,14.0764,0.9925,0.0
8,9,11.0994,0.9925,0.0
8,10,8.8252,0.9925,0.0
8,11,82.182,0.9925,0.0
8,12,69.3675,0.9925,0.0
8,13,66.7451,0.9925,0.0
8,14,55.8175,0.9925,0.0
8,15,45.9937,0.9925,0.0
8,16,39.7091,0.9925,0.0
8,17,33.7313,0.9925,0.0
8,18,28.6,0.9925,0.0
8,19,134.6508,0.9925,0.0
8,20,118.2411,0.9925,0.0
8,21,99.2939,0.9925,0.0
8,22,97.8345,0.9925,0.0
8,23,90.6007,0.9925,0.0
8,24,72.2872,0.9925,0.0
8,25,79.3047,0.9925,0.0
8,26,63.1865,0.9925,0.0
8,27,67.7117,0.9925,0.0
8,28,68.9086,0.9925,0.0
8,29,53.642,0.9925,0.0
8,30,56.2884,0.9925,0.0
8,31,65.6214,0.9925,0.0
8,32,60.4041,0.9925,0.0
8,33,53.8153,0.9925,0.0
8,34,49.7552,0.9925,0.0
8,35,44.951,0.9925,0.0
8,36,40.3043,0.9925,0.0
8,37,152.6757,0.9925,0.0
8,38,141.1592,0.9925,0.0
8,39,127.6282,0.9925,0.0
8,40,117.2328,0.9925,0.0
8,41,108.6378,0.9925,0.0
8,42,86.6803,0.9925,0.0
8,43,95.4966,0.9925,0.0
8,44,75.391,0.9925,0.0
8,45,81.764,0.9925,0.0
8,46,76.5871,0.9925,0.0
8,47,64.388,0.9925,0.0
8,48,68.3943,0.9925,0.0
8,49,83.0278,0.9925,0.0
8,50,79.1704,0.9925,0.0
8,51,73.0718,0.9925,0.0
8,52,69.3901,0.9925,0.0
8,53,64.4141,0.9925,0.0
8,54,59.4468,0.9925,0.0
8,55,186.8791,0.9925,0.0
8,56,178.9549,0.9925,0.0
8,57,162.0371,0.9925,0.0
8,58,86.1665,0.9925,2.7991
8,59,160.5233,0.9925,0.0
8,60,154.8067,0.9925,0.0
8,61,151.097,0.9925,0.0
8,62,147.6552,0.9925,0.0
8,63,144.6075,0.9925,0.0
8,64,118.5388,0.9925,0.0
8,65,127.7828,0.9925,0.0
8,66,124.0158,0.9925,0.0
8,67,131.3004,0.9925,0.0
8,68,128.5666,0.9925,0.0
8,69,126.1614,0.9925,0.0
8,70,124.4402,0.9925,0.0
8,71,107.8351,0.9925,0.0
8,72,109.2042,0.9925,0.0
8,73,101.9734,0.9925,0.0
8,74,88.3156,0.9925,0.0
8,75,90.3918,0.9925,0.0
8,76,83.6227,0.9925,0.0
8,77,77.9194,0.9925,0.0
8,78,66.3591,0.9925,0.0
8,79,62.6008,0.9925,0.0
8,80,64.5552,0.9925,0.0
8,81,86.9552,0.9925,0.0
8,82,86.7392,0.9925,0.0
8,83,82.0559,0.9925,0.0
8,84,79.7133,0.9925,0.0
8,85,75.3268,0.9925,0.0
8,86,70.648,0.9925,0.0
8,87,181.0055,0.9925,0.0
8,88,180.0988,0.9925,0.0
8,89,163.6042,0.9925,0.0
8,90,152.565,0.9925,0.0
8,91,149.5551,0.9925,0.0
8,92,145.0113,0.9925,0.0
8,93,146.1928,0.9925,0.0
8,94,142.0775,0.9925,0.0
8,1,9.1812,0.9925,0.0
8,3,26.2708,0.9925,0.9865
8,4,34.1983,0.9925,0.9808
8,5,28.2327,0.9925,0.9706
8,6,22.5178,0.9925,0.9868
8,7,16.6775,0.9925,0.9944
8,8,12.8161,0.9925,0.9925
9,1,4.2672,0.9982,0.9118
9,2,3.3077,0.9982,0.0
9,3,42.0627,0.9982,0.0
9,4,28.8615,0.9982,0.0
9,5,22.0931,0.9982,0.0
9,6,16.6373,0.9982,0.0
9,7,12.7107,0.9982,0.0
9,8,10.2867,0.9982,0.0
9,9,8.2739,0.9982,0.0
9,10,6.695,0.9982,0.0
9,11,51.2498,0.9982,0.0
9,12,44.7141,0.9982,0.0
9,13,43.7364,0.9982,0.0
9,14,37.4421,0.9982,0.0
9,15,31.5577,0.9982,0.0
9,16,27.7137,0.9982,0.0
9,17,23.9505,0.9982,0.0
9,18,20.6394,0.9982,0.0
9,19,84.3688,0.9982,0.0
9,20,75.585,0.9982,0.0
9,21,63.8564,0.9982,0.0
9,22,63.4748,0.9982,0.0
9,23,59.0665,0.9982,0.0
9,24,47.5318,0.9982,0.0
9,25,52.078,0.9982,0.0
9,26,41.8942,0.9982,0.0
9,27,44.9407,0.9982,0.0
9,28,45.5155,0.9982,0.0
9,29,35.81,0.9982,0.0
9,30,37.7559,0.9982,0.0
9,31,43.5685,0.9982,0.0
9,32,40.75,0.9982,0.0
9,33,36.9389,0.9982,0.0
9,34,34.5792,0.9982,0.0
9,35,31.6699,0.9982,0.0
9,36,28.78,0.9982,0.0
9,37,96.2235,0.9982,0.0
9,38,90.4081,0.9982,0.0
9,39,82.7337,0.9982,0.0
9,40,76.6712,0.9982,0.0
9,41,71.5493,0.9982,0.0
9,42,57.9784,0.9982,0.0
9,43,63.5079,0.9982,0.0
9,44,50.977,0.9982,0.0
9,45,55.024,0.9982,0.0
9,46,51.774,0.9982,0.0
9,47,43.848,0.9982,0.0
9,48,46.534,0.9982,0.0
9,49,55.6589,0.9982,0.0
9,50,53.6243,0.9982,0.0
9,51,50.1473,0.9982,0.0
9,52,48.0535,0.9982,0.0
9,53,45.0848,0.9982,0.0
9,54,42.0634,0.9982,0.0
9,55,117.9718,0.9982,0.0
9,56,114.4676,0.9982,0.0
9,57,104.8095,0.9982,0.0
9,58,59.1379,0.9982,2.7991
9,59,103.3616,0.9982,0.0
9,60,99.8331,0.9982,0.0
9,61,97.4789,0.9982,0.0
9,62,95.2846,0.9982,0.0
9,63,93.341,0.9982,0.0
9,64,77.8742,0.9982,0.0
9,65,82.7154,0.9982,0.0
9,66,80.4607,0.9982,0.0
9,67,84.9478,0.9982,0.0
9,68,83.1827,0.9982,0.0
9,69,81.6437,0.9982,0.0
9,70,80.4575,0.9982,0.0
9,71,70.5522,0.9982,0.0
9,72,72.0887,0.9982,0.0
9,73,67.959,0.9982,0.0
9,74,59.5758,0.9982,0.0
9,75,61.0949,0.9982,0.0
9,76,57.0111,0.9982,0.0
9,77,53.5214,0.9982,0.0
9,78,46.1442,0.9982,0.0
9,79,43.7468,0.9982,0.0
9,80,45.1205,0.9982,0.0
9,81,58.9129,0.9982,0.0
9,82,59.1097,0.9982,0.0
9,83,56.5007,0.9982,0.0
9,84,55.2614,0.9982,0.0
9,85,52.7033,0.9982,0.0
9,86,49.8927,0.9982,0.0
9,87,115.4321,0.9982,0.0
9,88,116.0062,0.9982,0.0
9,89,106.5303,0.9982,0.0
9,90,100.9029,0.9982,0.0
9,91,98.5768,0.9982,0.0
9,92,95.6625,0.9982,0.0
9,93,95.7322,0.9982,0.0
9,94,93.1614,0.9982,0.0
9,1,6.3,0.9982,0.0
9,3,17.1733,0.9982,0.9865
9,4,22.5413,0.9982,0.9808
9,5,19.2029,0.9982,0.9706
9,6,15.6857,0.9982,0.9868
9,7,11.947,0.9982,0.9944
9,8,9.4048,0.9982,0.9925
9,9,7.1341,0.9982,0.9982
11,1,20.7567,0.9684,0.9118
11,2,12.7287,0.9684,0.0
11,3,425.7161,0.9684,0.0
11,4,218.6572,0.9684,0.0
11,5,136.9536,0.9684,0.0
11,6,87.3956,0.9684,0.0
11,7,58.4853,0.9684,0.0
11,8,42.8911,0.9684,0.0
11,9,31.606,0.9684,0.0
11,10,23.7745,0.9684,0.0
11,11,505.4363,0.9684,0.0
11,12,355.918,0.9684,0.0
11,13,316.4588,0.9684,0.0
11,14,237.1326,0.9684,0.0
11,15,176.9205,0.9684,0.0
11,16,142.543,0.9684,0.0
11,17,113.1025,0.9684,0.0
11,18,90.1735,0.9684,0.0
11,19,840.8299,0.9684,0.0
11,20,648.3105,0.9684,0.0
11,21,527.0917,0.9684,0.0
11,22,501.2393,0.9684,0.0
11,23,454.803,0.9684,0.0
11,24,357.1508,0.9684,0.0
11,25,386.3426,0.9684,0.0
11,26,301.7401,0.9684,0.0
11,27,314.1718,0.9684,0.0
11,28,326.8271,0.9684,0.0
11,29,249.8197,0.9684,0.0
11,30,249.3925,0.9684,0.0
11,31,298.4007,0.9684,0.0
11,32,253.1433,0.9684,0.0
11,33,208.1802,0.9684,0.0
11,34,182.4744,0.9684,0.0
11,35,155.8202,0.9684,0.0
11,36,132.4348,0.9684,0.0
11,37,936.3006,0.9684,0.0
11,38,773.9854,0.9684,0.0
11,39,658.7963,0.9684,0.0
11,40,581.248,0.9684,0.0
11,41,523.4058,0.9684,0.0
11,42,395.0058,0.9684,0.0
11,43,444.5269,0.9684,0.0
11,44,330.2273,0.9684,0.0
11,45,361.4287,0.9684,0.0
11,46,332.4392,0.9684,0.0
11,47,277.9428,0.9684,0.0
11,48,289.8474,0.9684,0.0
11,49,373.3794,0.9684,0.0
11,50,334.7023,0.9684,0.0
11,51,288.9888,0.9684,0.0
11,52,262.8846,0.9684,0.0
11,53,232.6053,0.9684,0.0
11,54,204.7986,0.9684,0.0
11,55,1138.9256,0.9684,0.0
11,56,995.366,0.9684,0.0
11,57,850.0768,0.9684,0.0
11,58,343.1382,0.9684,2.7991
11,59,873.5134,0.9684,0.0
11,60,834.9263,0.9684,0.0
11,61,812.935,0.9684,0.0
11,62,792.8336,0.9684,0.0
11,63,774.9719,0.9684,0.0
11,64,589.6821,0.9684,0.0
11,65,695.0211,0.9684,0.0
11,66,666.6515,0.9684,0.0
11,67,694.0742,0.9684,0.0
11,68,678.8486,0.9684,0.0
11,69,664.858,0.9684,0.0
11,70,657.9922,0.9684,0.0
11,71,542.0872,0.9684,0.0
11,72,517.4295,0.9684,0.0
11,73,463.2724,0.9684,0.0
11,74,384.9091,0.9684,0.0
11,75,388.7971,0.9684,0.0
11,76,346.3997,0.9684,0.0
11,77,312.8132,0.9684,0.0
11,78,255.7289,0.9684,0.0
11,79,237.4044,0.9684,0.0
11,80,242.7919,0.9684,0.0
11,81,379.7209,0.9684,0.0
11,82,362.5649,0.9684,0.0
11,83,323.935,0.9684,0.0
11,84,303.8303,0.9684,0.0
11,85,274.7315,0.9684,0.0
11,86,247.0635,0.9684,0.0
11,87,1052.1318,0.9684,0.0
11,88,969.7421,0.9684,0.0
11,89,834.865,0.9684,0.0
11,90,726.9387,0.9684,0.0
11,91,732.6554,0.9684,0.0
11,92,708.7936,0.9684,0.0
11,93,743.919,0.9684,0.0
11,94,717.91,0.9684,0.0
11,1,34.9952,0.9684,0.0
11,3,125.8245,0.9684,0.9865
11,4,158.3268,0.9684,0.9808
11,5,113.4016,0.9684,0.9706
11,6,82.0144,0.9684,0.9868
11,7,54.4454,0.9684,0.9944
11,8,38.1227,0.9684,0.9925
11,9,24.956,0.9684,0.9982
11,11,186.1052,0.9684,0.9684
12,1,31.9913,0.9628,0.9118
12,2,19.4648,0.9628,0.0
12,3,670.033,0.9628,0.0
12,4,340.2602,0.9628,0.0
12,5,212.218,0.9628,0.0
12,6,134.9227,0.9628,0.0
12,7,89.9646,0.9628,0.0
12,8,65.7609,0.9628,0.0
12,9,48.2865,0.9628,0.0
12,10,36.1911,0.9628,0.0
12,11,794.7597,0.9628,0.0
12,12,554.5967,0.9628,0.0
12,13,492.0829,0.9628,0.0
12,14,367.5811,0.9628,0.0
12,15,273.5268,0.9628,0.0
12,16,219.9489,0.9628,0.0
12,17,174.1399,0.9628,0.0
12,18,138.519,0.9628,0.0
12,19,1327.3176,0.9628,0.0
12,20,1013.7695,0.9628,0.0
12,21,822.8957,0.9628,0.0
12,22,781.6993,0.9628,0.0
12,23,708.7684,0.9628,0.0
12,24,556.6127,0.9628,0.0
12,25,601.4499,0.9628,0.0
12,26,469.6437,0.9628,0.0
12,27,488.1715,0.9628,0.0
12,28,508.1585,0.9628,0.0
12,29,388.4209,0.9628,0.0
12,30,386.8884,0.9628,0.0
12,31,463.5691,0.9628,0.0
12,32,392.2533,0.9628,0.0
12,33,321.8732,0.9628,0.0
12,34,281.7173,0.9628,0.0
12,35,240.1565,0.9628,0.0
12,36,203.7473,0.9628,0.0
12,37,1477.6556,0.9628,0.0
12,38,1210.9593,0.9628,0.0
12,39,1028.1365,0.9628,0.0
12,40,905.775,0.9628,0.0
12,41,814.9289,0.9628,0.0
12,42,614.0265,0.9628,0.0
12,43,691.4497,0.9628,0.0
12,44,512.6759,0.9628,0.0
12,45,561.001,0.9628,0.0
12,46,515.6457,0.9628,0.0
12,47,431.2807,0.9628,0.0
12,48,449.1567,0.9628,0.0
12,49,579.9234,0.9628,0.0
12,50,518.6518,0.9628,0.0
12,51,446.923,0.9628,0.0
12,52,406.0728,0.9628,0.0
12,53,358.8052,0.9628,0.0
12,54,315.4581,0.9628,0.0
12,55,1799.018,0.9628,0.0
12,56,1559.505,0.9628,0.0
12,57,1328.251,0.9628,0.0
12,58,530.865,0.9628,2.7991
12,59,1367.2714,0.9628,0.0
12,60,1305.9,0.9628,0.0
12,61,1271.2883,0.9628,0.0
12,62,1239.6749,0.9628,0.0
12,63,1211.5825,0.9628,0.0
12,64,919.6329,0.9628,0.0
12,65,1089.8214,0.9628,0.0
12,66,1045.1961,0.9628,0.0
12,67,1084.2313,0.9628,0.0
